t_s,current_uA,voltage_uV,batt_temp_deciC,status,cpu_freqs_kHz
600366.21,-12000,3960000,270,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600368.93,-60000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600371.43,-12000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600373.72,-179000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600375.86,-21000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600378.38,-86000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600381.29,-155000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600384.04,-28000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600385.91,-219000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600388.29,-108000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600392.29,-58000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:800000:800000
600394.96,-14000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600397.49,-11000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600400.01,-85000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600402.63,-45000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600405.19,-22000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:900000:900000
600407.72,-13000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600410.45,-15000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:1500000:1500000
600412.20,-185000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600415.29,-20000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600418.09,-13000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600420.61,-10000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600423.42,-126000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:900000:900000
600426.67,-11000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600429.13,-44000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600431.21,-121000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600433.56,-16000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600436.26,-9000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600438.72,-37000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600441.04,-110000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600444.32,-9000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600447.99,-10000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:1000000:1000000
600450.45,-92000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:800000:800000
600452.00,-52000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600455.62,-84000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600458.52,-63000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600460.98,-12000,3960000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600462.82,-106000,3950000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600466.22,-104000,3950000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:900000:900000
600468.88,-10000,3950000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:1300000:1300000
600470.55,-199000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600473.06,-225000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600476.07,-46000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600478.84,-35000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600480.51,-100000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:1300000:1300000
600482.82,-10000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600486.19,-9000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:1600000:1600000
600487.94,-123000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600490.36,-10000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600492.84,-13000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600494.30,-173000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600497.78,-11000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600500.25,-49000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600502.97,-12000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600506.31,-71000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600508.88,-17000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600511.69,-12000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:1400000:1400000
600512.73,-189000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:900000:900000
600516.29,-12000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600518.04,-70000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600520.48,-103000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600523.00,-96000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600524.09,-178000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600525.39,-181000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600528.19,-88000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:800000:800000
600531.56,-10000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600534.28,-32000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600536.97,-18000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600540.37,-10000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600542.24,-215000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600545.76,-10000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600548.18,-88000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600551.29,-62000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600553.81,-60000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600556.09,-92000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600558.81,-10000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
